data_zone,intermediate_zone,council_area,total_population,working_age_population,income_dep_pct,income_dep,employ_dep_pct,employ_dep,cif,alcohol,drug,smr,depress_pct,lbwt_pct,emerg,attendance_pct,attainment_score,no_qual_ratio_std,not_participating_pct,university_pct,petrol_ave_drive_mins,gp_ave_drive_mins,drive_post,prim_sch_ave_drive_mins,drive_retail,sec_sch_ave_drive_mins,gp_ave_pub_trans_mins,pt_post,shopping_ave_pub_trans_mins,bband_pct,crime_count,crime_pct,overcrowd,nocentralheat,overcrowded_pct,nocentralheat_pct
S01006506,Culter,Aberdeen City,894,580,0.08,71,0.08,49,65,28.72818263,30.36572824,69.55405294,13.154961000000002,0,74.21743469,85.207,5.8823529412,52.75863102999999,0,29.729699999999998,2.540103211,3.074294725,1.616238532,2.615747423,1.544260321,9.930833333,8.86358945,5.856135321,6.023405963,10.5050505,11.139188173390128,12459.94202840059,87,10,10.2112676,1.1737088999999998
S01006507,Culter,Aberdeen City,793,470,0.05,43,0.05,25,45,129.9210165,126.4336837,80.57479222,14.2503098,0,86.08167681,84.746,5.9615384615,95.85408107,1.7699115,11.7188,3.91507177,4.309811603,2.555858254,3.64669697,2.8496561,11.04281609,9.978271531,7.515,7.926028708,1.3586957,10.126534703081935,12769.905048022616,85,4,10.1674641,0.4784689
S01006508,Culter,Aberdeen City,624,461,0.06,40,0.04,19,45,71.02115367,18.26983086,41.14112616,12.812499999999998,3.7037037,69.31582422,90.476,5.75,38.55968279,1.4925373,18.5185,3.323024883,3.784548989,1.440991446,3.247325103,2.062255054,10.61676829,8.620699844,4.321493002,5.770909798,0.5633803,8.101227762465548,12982.736798822994,31,8,4.8211509,1.244168
S01006509,Culter,Aberdeen City,537,307,0.1,52,0.08,26,80,80.47329293,28.48558849,103.4846837,16.3963964,4.7619048,88.1756104,94.268,6.2,80.0600707,0,25,2.622991379,2.778025862,2.620681034,1.936907895,2.160142241,10.03647059,7.935112069,8.433327586,8.329818966,11.3074205,4.050613881232774,7543.042609372019,42,6,7.2413793,1.0344828000000001
S01006510,Culter,Aberdeen City,663,415,0.1,68,0.08,32,95,89.11049148,44.29032988,138.6446488,22.0566319,4.5454546,88.70196706,79.739,5.8666666667,77.15815797,5.6818182,16.4948,2.115003882,2.358334627,2.408416149,1.845671642,1.784635093,9.65,5.568963509,6.966428571,6.632608696,0.30959749999999997,11.139188173390128,16801.188798476815,50,7,8.6655113,1.2131716000000001
S01006511,Culter,Aberdeen City,759,453,0.04,30,0.04,17,50,54.7042242,0,54.24017289,12.242268000000001,12.5,72.69155439,90.419,5.7857142857,53.7954967,1.8691589000000002,12.857099999999999,1.516910786,1.769580559,3.227433422,2.517456897,2.593052597,8.614008264,4.934953395,7.66855526,7.340099867,5.2959502,NA,NA,27,8,3.6048063999999997,1.0680908
S01006512,Culter,Aberdeen City,539,345,0.02,13,0.02,8,40,28.66101048,0,40.68272205,10.701107,6.25,54.62149182,93.151,5.8636363636,26.73724705,0,15.3061,5.365871869,5.776136802,3.909219653,5.374183673,4.277914258,12.2152381,19.01185934,16.25665703,16.96018304,53.8011696,7.088574292157355,13151.34377023628,27,9,5.4435484,1.8145161
S01006513,"Cults, Bieldside and Milltimber West",Aberdeen City,788,406,0.02,14,0.03,13,40,27.65732244,0,137.8361773,20.9631728,0,72.3575304,94.012,6.0967741935,40.46730619,2.5641026,28.301900000000003,3.573032407,4.322546296,5.524486883,1.945431034,4.910960648,6.262142857,11.26949074,10.98277392,11.09934414,3.4482759,NA,NA,15,4,2.6408451,0.7042254
S01006514,"Cults, Bieldside and Milltimber West",Aberdeen City,1123,709,0.02,17,0.02,12,25,17.96600844,0,106.5321065,11.5452931,8,58.53145943,94.355,6.5,18.81246474,1.2422360000000001,21.973100000000002,2.722303452,3.517337009,4.693964525,2.889620253,4.061291946,7.039017857,9.742909875,10.00215724,9.730057526,13.600000000000001,9.113881232773743,8115.655594633786,10,3,1.0638298,0.3191489
S01006515,"Cults, Bieldside and Milltimber West",Aberdeen City,816,529,0.01,5,0.01,7,25,23.38123532,0,34.02792968,10.1781171,0,58.49145493,95.781,6,15.11780333,0,20.438000000000002,4.444311024,5.177401575,6.337329396,3.063817734,5.78468832,6.878787129,17.18346129,17.09095472,17.02836614,21.5547703,NA,NA,29,1,3.8057743,0.1312336
S01006516,"Cults, Bieldside and Milltimber West",Aberdeen City,629,419,0.02,14,0.03,14,35,18.87640712,0,33.92323078,8.3596215,10,41.74592232,NA,6.1818181818,23.78049428,0,13.333300000000001,4.675375,4.139541667,5.934569444,3.918613861,6.009680556,5.953293413,9.590643519,10.14486111,11.5089537,21.9387755,8.101227762465548,12879.535393426946,12,1,2.5695931,0.2141328
S01006517,"Cults, Bieldside and Milltimber West",Aberdeen City,1052,646,0.02,24,0.04,24,40,31.05872066,16.33982145,63.30176306,13.098729200000001,0,68.96035789,92.4,6,24.66994072,0.7352941,35.074600000000004,6.506306706,3.228658777,3.664191321,4.761158537,8.88293146,2.994635922,12.55568787,12.47737549,20.90167776,25.6704981,8.101227762465548,7700.786846450142,39,9,3.8461538,0.887574
S01006518,"Cults, Bieldside and Milltimber East",Aberdeen City,664,370,0.01,7,0.01,4,20,10.58019149,57.23444259,42.80698768,9.1851852,8.3333333,47.97562069,NA,6.5,13.93275423,0,30.3797,6.268999203,3.727200957,4.52180622,4.624166667,7.606200159,3.730855856,10.02149522,8.163209729,13.49807815,7.2796935,NA,NA,2,0,0.31897929999999997,0
S01006519,"Cults, Bieldside and Milltimber East",Aberdeen City,941,560,0.02,19,0.02,13,30,4.114798174,37.18079125,65.81226211,9.0816327,0,56.53431307,94.297,6.6111111111,28.5337643,0,32.4503,7.274364162,3.673436416,4.419797688,3.606640625,8.611687861,2.548541667,13.87457225,12.00170231,18.20161272,29.9651568,7.088574292157355,7533.022627159782,12,0,1.4869888,0
S01006520,"Cults, Bieldside and Milltimber East",Aberdeen City,875,559,0.01,10,0.01,5,15,24.62370459,37.33464595,29.70383245,6.870229,4.5454546,60.71693579,94.882,6.4,4.468898176,0,22.069,7.329286694,4.131340878,4.880294925,4.243655303,8.693045267,3.603938547,17.05100823,15.17682442,21.22265432,0,NA,NA,12,0,1.6460905000000001,0
S01006521,"Cults, Bieldside and Milltimber East",Aberdeen City,793,512,0.01,5,0.01,5,20,4.641211021,0,55.66547825,7.1878941,5,46.16380106,93.878,6.2777777778,17.65588961,2.3255814,29.113899999999997,5.096502259,3.876603916,2.869096386,4.425,7.081193524,3.989607843,15.88829819,13.70700301,22.9378012,4.0441176,5.063267351540968,6384.952524011308,9,0,1.3574661,0
S01006522,"Cults, Bieldside and Milltimber East",Aberdeen City,675,412,0,0,0.01,2,15,11.92294885,0,67.1088941,7.1964018,0,66.17171694,NA,6.5,15.94313208,0,25.555600000000002,5.800810105,3.573819686,2.144168118,5.052156863,7.886459059,3.509772727,10.82259146,8.406219512,18.79038328,0.8333333,3.0379604109245806,4500.682090258638,7,2,1.2195121999999998,0.34843209999999997
S01006523,"Cults, Bieldside and Milltimber East",Aberdeen City,957,571,0.03,29,0.02,12,40,51.03275325,0,64.93986724,9.8765432,2.8571429,62.42467296,94.468,6.2068965517,12.19492949,0,27.777800000000003,6.339970776,2.804391605,1.875868757,5.568706468,8.112104145,2.739502924,7.806721573,5.124808714,15.75278162,0.8492569,10.126534703081935,10581.540964557926,18,8,1.9128587,0.8501593999999999
S01006524,"Cults, Bieldside and Milltimber East",Aberdeen City,1056,629,0.1,107,0.09,58,90,76.4744689,32.10697929,123.7699973,14.591078099999999,0,67.49911262,NA,6.5294117647,70.4009352,5.7142857,19.5266,6.682634026,2.101591904,2.427705142,5.132513812,7.8547593000000004,2.187345679,6.600771335,5.694649891,13.88874179,0,3.0379604109245806,2876.8564497391862,21,6,2.9535865,0.8438819
S01006525,"Cults, Bieldside and Milltimber East",Aberdeen City,904,497,0.03,31,0.04,18,45,56.7020286,38.12613197,43.75619305,13.4243459,9.0909091,65.53210263,92,6.3,14.26774772,1.7543860000000002,29.5238,7.0921491230000004,2.269830827,3.018486842,3.627428571,8.427399749,2.073387097,8.552944862,6.89502193,14.2262782,7.4626866,6.075920821849161,6721.151351603055,26,4,3.2581454,0.5012531
S01006526,Garthdee,Aberdeen City,924,670,0.12,115,0.08,52,90,118.7836678,68.38852384,122.8685419,17.2088143,4.5454546,125.9003782,72.143,4.5789473684,104.537893,3.0769231,1.5385,4.558522727,3.012039911,3.255920177,3.899104478,5.451172395,5.993989899,8.044681264,9.988115299,10.63574002,0,6.075920821849161,6575.67188511814,160,5,17.7383592,0.5543237000000001
S01006527,Garthdee,Aberdeen City,756,508,0.16,122,0.12,59,120,160.976201,258.1530333,110.5140939,19.0476191,4.4444444,124.1862079,73.469,4.9565217391,138.2148324,5.2631578999999995,4.3478,3.390329429,1.756039531,3.006885066,3.510115207,4.303938507,6.008277311,6.665065886,10.62077965,10.24193265,15.966386599999998,19.240415935855676,25450.285629438727,77,0,11.4243323,0
S01006528,Garthdee,Aberdeen City,1154,829,0.09,109,0.06,51,90,125.7504512,46.43918985,106.360393,14.7982063,7.2727273,111.7973522,82.759,5.3870967742,85.26481432,0.9345794,3.8961,3.054610735,1.903138298,2.505130561,2.804954128,3.903742747,6.699384615,7.070664894,9.177727273,9.68428675,1.7751479000000001,20.25306940616387,17550.320109327444,159,6,16.207951100000002,0.6116208
S01006529,Garthdee,Aberdeen City,932,680,0.09,85,0.05,35,75,97.541776960000007,12.81823971,106.9324439,14.572333700000001,9.523809499999999,86.81547905,82.796,5.2777777778,84.3163902,9.6774194,4.5685,1.860122768,3.559179688,1.721908482,2.078869048,2.41672154,6.1225,11.51890904,7.406037946,9.100535714,20.3669725,38.48083187171135,41288.44621428256,157,38,17.6008969,4.2600897
S01006530,Garthdee,Aberdeen City,785,548,0.15,116,0.11,61,100,117.0049333,115.32692780000001,163.3733363,19.6524064,0,105.7839782,70.968,4.619047619,129.1394504,7.3170732,4.9296,2.366029801,2.40636755,1.26863245,1.444261364,3.203874172,7.115810811,9.386370861,3.880596026,9.759566225,0,21.265722876472065,27090.092836270145,110,19,14.7058824,2.5401070000000003
S01006531,Garthdee,Aberdeen City,946,655,0.18,166,0.11,72,120,187.1344965,165.2192978,109.3418777,17.8723404,13.4615385,140.1704715,60.51299999999999,4.5714285714,151.3263913,8.2474227,3.5000000000000004,2.839160584,2.10020073,1.463813869,2.099398907,3.667906674,6.929527559,8.020531804,4.773555787,9.941879562,0,28.35429716862942,29972.829987980356,190,6,19.895288,0.6282723
S01006532,"Braeside, Mannofield, Broomhill and Seafield East",Aberdeen City,793,445,0.04,32,0.04,17,50,19.89266384,0,83.91669877,16.129032300000002,0,69.20932441,NA,5.5,24.9929929,2.2727273,15.625,2.428494624,3.099627016,1.978665995,2.093741259,2.984747984,5.398243243,11.9297211,7.594724462,9.795342742,0.3289474,16.202455524931096,20431.848076836188,21,8,2.9871977000000003,1.1379801
S01006533,"Braeside, Mannofield, Broomhill and Seafield East",Aberdeen City,717,475,0.02,11,0.02,10,25,24.73164783,0,44.74677537,11.8852459,5.2631578999999995,58.3067252,89.899,6.2857142857,14.45113976,0,24.0741,3.209729635,2.545294944,2.621474719,2.690366972,3.770488062,4.744569892,10.45063202,10.38981039,10.31365871,1.1869436,11.139188173390128,15535.827299009941,3,1,0.4322767,0.1440922
S01006534,"Braeside, Mannofield, Broomhill and Seafield East",Aberdeen City,956,625,0.02,19,0.02,11,20,37.66129832,14.19836744,92.94726742,11.2348178,10.2564103,60.36183653,94.444,5.6923076923,21.46423272,0,16.5289,3.072258242,3.105414835,2.414590659,1.555,3.612296703,4.322093023,10.42875549,7.648527473,8.302054945,0.22883299999999998,19.240415935855676,20125.958091899243,22,14,2.4175823999999997,1.5384615000000001
S01006535,"Braeside, Mannofield, Broomhill and Seafield East",Aberdeen City,1046,812,0.03,27,0.03,21,25,36.25200488,49.97668045,56.39427348,10.6161137,7.1428571,69.35288805,87.069,5.8888888889,21.64128079,0,12.1951,3.117304913,2.301327071,1.380050578,2.070460993,3.559884393,5.036228814,8.559971098,4.466233141,6.447160405,0,15.189802054622902,14521.799287402391,109,23,10.5009634,2.2157996
S01006536,"Braeside, Mannofield, Broomhill and Seafield East",Aberdeen City,1003,827,0.04,43,0.04,30,40,81.14170345,28.40253693,68.91556499,12.7701375,2.5641026,66.56232966,84.722,5.6666666667,30.967794220000002,2.9411765,6.976699999999999,3.900465517,1.98932266,1.444758621,2.509882353,2.993581281,4.421100917,6.68029803,4.375844828,5.419445813,0,36.45552493109497,36346.48547467096,164,38,16.189536,3.7512339999999997
S01006537,"Braeside, Mannofield, Broomhill and Seafield South",Aberdeen City,920,497,0.02,14,0.01,7,35,118.8479752,265.0263716,111.4876456,18.4563758,3.2258065,73.71679735,NA,6.2352941176,25.87512804,1.6129032,18.8119,3.877924403,3.100414456,2.455285146,3.652395833,6.325079576,2.774539474,11.44196286,8.65926061,16.12187666,5.9278351,NA,NA,22,3,2.9177719,0.397878
S01006538,"Braeside, Mannofield, Broomhill and Seafield South",Aberdeen City,548,335,0.01,8,0.02,7,30,51.36777383,0,51.95784377,13.051146399999999,0,74.67967769,NA,5.9090909091,25.765091290000004,2.5641026,27.027,4.713242531,3.465663445,3.236753076,4.692831858,6.103831283,4.0815,14.20115114,11.09264938,15.8005536,0,NA,NA,14,4,2.4604569,0.7029877
S01006539,"Braeside, Mannofield, Broomhill and Seafield South",Aberdeen City,781,462,0.02,19,0.03,12,35,0,0,99.51557329,15.3947368,4.5454546,70.51614051,NA,6.375,26.38147073,1.4705882,18.5567,3.012018072,2.958467202,2.267560241,2.332906977,3.569986613,5.231349206,12.20336345,8.638273092,11.24626841,0,5.063267351540968,6483.056788144646,19,6,2.6647966,0.8415147
S01006540,"Braeside, Mannofield, Broomhill and Seafield South",Aberdeen City,933,633,0.02,18,0.03,19,35,23.33740888,0,64.90205749,12.5263158,2.5,54.26669741,92.701,5.8125,24.91846546,0,20.7317,3.674369792,2.799341146,2.425992188,3.268133803,4.599348958,4.986012658,12.48683854,10.0948099,13.15819531,0,8.101227762465548,8682.987955482902,57,14,5.9375,1.4583333
S01006541,"Braeside, Mannofield, Broomhill and Seafield South",Aberdeen City,864,468,0.03,29,0.03,14,55,14.23269904,0,78.14929743,14.5180023,5.8823529,71.68541132,NA,6.1428571429,27.2010188,0,29.090899999999998,3.168832709,2.214157303,1.724169788,3.140675676,5.570564919,3.532794118,9.138458177,7.129266542,14.82622659,0,3.0379604109245806,3516.157883014561,20,1,2.4968789,0.12484390000000001
S01006542,"Braeside, Mannofield, Broomhill and Seafield North",Aberdeen City,1131,664,0.01,12,0.02,12,30,23.20994095,14.76035925,57.7430444,10.9723461,2.8571429,60.67498535,NA,5.3,31.20739064,0,25,2.613948551,3.192882118,2.547512488,2.262716049,7.180457043,4.979934211,10.71416084,7.789428072,18.26533467,11.879432600000001,8.101227762465548,7162.889268316134,27,11,2.7,1.0999999999999999
S01006543,"Braeside, Mannofield, Broomhill and Seafield North",Aberdeen City,792,453,0.02,13,0.02,9,40,66.10265101,21.66951608,63.41424609,16.216216199999998,7.4074074,73.55920287,94.304,6.0714285714,22.01369332,1.6393443,20.224700000000002,3.273252823,3.001508783,2.331449184,2.780340909,6.82923463,3.728901099,10.31302384,7.554548306,17.59473651,0,NA,NA,9,0,1.1292346,0
S01006544,"Braeside, Mannofield, Broomhill and Seafield North",Aberdeen City,1283,862,0.02,21,0.01,7,30,20.90443729,19.92497246,102.783023,13.187702300000002,4.1666666999999995,59.93464978,NA,5.75,32.50530728,0,23.8095,1.988146592,1.905018674,2.206521942,3.064555556,4.455602241,3.426079545,6.101057423,10.04674837,12.71622549,5.7233704,3.0379604109245806,2367.856906410429,108,4,10.5882353,0.3921569
S01006545,"Braeside, Mannofield, Broomhill and Seafield North",Aberdeen City,1120,731,0.03,28,0.03,20,35,42.28870547,75.49983904,89.81328112,13.4383689,13.9534884,67.50292597,89.247,6.1052631579,24.38905427,0,12.2951,3.057223005,1.329333333,1.722251174,3.484305556,4.803565728,3.937478632,5.696988263,6.803485915,11.16000939,10.367893,19.240415935855676,17178.94279987114,61,18,5.7276995,1.6901408
S01006546,"Braeside, Mannofield, Broomhill and Seafield North",Aberdeen City,624,387,0.02,10,0.03,11,35,22.4087817,48.19515325,86.34331664,12.0826709,0,67.36882183,NA,6.6666666667,21.02174852,0,32.3529,1.631150794,1.192714286,1.002801587,2.618470588,5.235178571,4.195342466,5.503174603,4.141738095,12.76071825,0,NA,NA,5,6,0.7987219999999999,0.9584664999999999
S01006547,Hazlehead,Aberdeen City,1242,752,0.08,95,0.07,52,65,139.2227622,123.8722108,80.78346777,13.963573300000002,0,81.66893585,94.767,6.1333333333,50.38578972,2.0408163,18.4874,4.357359427,5.885650496,4.203412348,3.914563107,7.721052922,4.789619565,15.07820424,16.58892089,21.8429989,15.026595700000001,39.49348534201955,31798.297376827326,64,18,7.0562293,1.9845644999999998
S01006548,Hazlehead,Aberdeen City,658,361,0.02,11,0.02,8,25,5.21823045,0,64.34380762,13.432835800000001,0,73.76188114,NA,6.0769230769,21.0863408,1.5873016,20.7792,1.861262136,3.822742718,3.339934119,3.592263158,7.011931345,5.679677419,13.9339251,9.488356449,21.56981969,3.785489,NA,NA,14,8,1.9417476,1.10957
S01006549,Hazlehead,Aberdeen City,796,503,0.01,7,0.01,6,35,38.49991154,0,76.26933751,12.7633209,6.25,58.15812126,NA,6.4,25.041484669999996,0,27.777800000000003,1.914207768,3.189596178,3.131109741,2.821213592,4.77676942,3.808931624,9.742188656,11.98329223,14.84860974,25.984252,8.101227762465548,10177.42181214265,35,1,4.315659699999999,0.1233046
S01006550,Hazlehead,Aberdeen City,900,508,0.01,9,0.02,8,30,18.82042528,0,104.863294,16.5769645,0,68.20221345,100,6.2727272727,21.54047173,0,23.4694,1.383347413,3.255390707,2.820401267,3.323440367,6.131003168,5.091637931,10.91463041,9.233695882,17.80254488,28.070175400000004,8.101227762465548,9001.364180517276,23,2,2.530253,0.22002200000000002
S01006551,Hazlehead,Aberdeen City,704,431,0.17,120,0.18,76,115,307.3182158,63.03557314,84.1791103,20.7142857,4.5454546,135.4841025,85.714,5.5,107.52426690000001,4.5454545,11.6883,3.085221014,5.001706522,3.321311594,2.472348837,6.131623188,3.033378378,10.6077029,13.79436594,16.90350725,0.24038459999999998,48.60736657479329,69044.55479374048,100,24,14.4927536,3.4782609
S01006552,Hazlehead,Aberdeen City,884,585,0.03,28,0.03,15,25,61.59881865,15.13600559,36.45697483,11.5515289,6.25,66.15396699,86.869,5.7142857143,38.96188619,0,11.0092,3.460364943,4.742206897,2.898784483,2.819609375,5.489376437,3.398030303,12.80383333,13.46704885,18.06412069,0,9.113881232773743,10309.82039906532,17,5,1.9540229999999998,0.5747126
S01006553,Summerhill,Aberdeen City,903,508,0.05,41,0.05,24,75,20.49497947,19.94735143,104.6300817,17.5572519,4.3478261,93.3760544,NA,5.875,62.129222289999994,1.4084507,11.5385,2.927092199,3.7708599290000002,2.342969858,2.132436364,4.063596336,5.608704663,9.420933806,7.324379433,12.54711584,16.7865707,11.139188173390128,12335.756559678992,59,5,7.1428571,0.6053269
S01006554,Summerhill,Aberdeen City,777,491,0.09,73,0.07,33,65,25.70646087,34.54549927,108.7072641,17.1974522,7.5,86.43358708,86.957,5.2941176471,81.10919815,0,9.1954,1.903367275,2.660635534,2.019543539,2.266756757,3.289803371,4.838170732,8.847703652,6.66815309,13.07671348,0.25125630000000004,40.50613881232774,52131.45278291858,94,8,13.583815,1.1560694
S01006555,Summerhill,Aberdeen City,732,537,0.14,101,0.15,81,130,246.5121005,487.9357295,170.9125808,18.0481283,2.5,146.0664952,78.125,4.8095238095,116.21286980000001,5.0505051000000005,8.6022,4.473998771,4.270795455,1.672088452,2.773055556,4.693071253,4.548670886,10.9717199,7.097911548,14.39730344,0,53.670633926334254,73320.53815072984,148,11,19.3971166,1.4416776
S01006556,Summerhill,Aberdeen City,804,497,0.16,130,0.13,63,115,75.45730001,165.7855409,117.4072196,22.0172202,2.7777778,120.5158509,85.556,5.3181818182,108.0805764,6.8493151,11.5385,3.424779236,3.455632458,1.604683771,1.666558603,3.7613454650000002,5.345,7.782270286,5.344570406,10.87370823,0,19.240415935855676,23930.865591860293,135,8,16.1097852,0.9546538999999999
S01006557,Summerhill,Aberdeen City,679,425,0.17,116,0.16,65,150,206.7343319,145.0897744,113.5963493,24.4807122,6.0606061,154.5535833,76.923,5.0769230769,123.53530929999998,5.8139535,3.5714,5.158837375,4.650445792,1.687154066,3.54553125,5.267639087,4.875454545,13.24256776,5.995777461,17.53477175,0,15.189802054622902,22370.842495762743,98,3,13.9800285,0.4279601
S01006558,Midstocket,Aberdeen City,596,427,0.03,15,0.03,12,35,25.16783044,0,68.43972621,13.7152778,5.2631578999999995,57.67927068,NA,NA,26.44024307,0,11.5942,3.657877814,2.001937299,1.605530547,2.787333333,2.165803859,3.705671642,5.702684887,4.513681672,5.879549839,0,9.113881232773743,15291.747034855274,58,23,9.324758800000001,3.6977492
S01006559,Midstocket,Aberdeen City,601,404,0.01,9,0.01,6,25,5.96004064,0,69.66242133,10.897435900000001,0,54.80819003,NA,6,10.90643914,0,20,3.070374794,2.019402801,1.129069193,2.588,2.52410626,2.7426,5.654934102,3.94830313,8.380560132,0,8.101227762465548,13479.580303603243,38,1,6.2602965,0.1647446
S01006560,Midstocket,Aberdeen City,1018,641,0.02,20,0.01,8,35,47.85305943,14.4717231,101.3244342,13.0563798,5.405405399999999,74.184833,93.496,6.0769230769,15.73541696,1.7094017,21.2329,2.230994676,1.636882865,1.034213456,1.973897959,3.11249516,3.082388535,5.598291384,3.972398354,9.002454017,3.1746032,8.101227762465548,7957.98404957323,37,10,3.7563451999999997,1.0152284
S01006561,Midstocket,Aberdeen City,728,443,0.01,7,0.01,5,25,87.94376041,0,56.42716292,12.2191011,13.513513499999998,54.97063743,94.186,6.0869565217,20.75849465,3.5294118,18.867900000000002,2.141475196,0.946129243,1.195084856,1.792278481,3.347885117,3.685230769,3.69593342,3.980339426,9.246155352,0,12.151841643698322,16692.090169915282,22,1,2.8720627,0.1305483
S01006562,Midstocket,Aberdeen City,972,612,0.06,60,0.08,46,80,77.65718613,16.12952431,90.00444836,13.3120341,2.7027026999999997,97.47579081,84.127,5.7931034483,52.380826209999995,0,26.966299999999997,1.661845404,2.216180362,2.447865599,2.31868984,4.226368384,4.078608696,8.782827298,9.519777159,14.63821727,11.5384615,14.17714858431471,14585.543811023364,56,6,7.965860600000001,0.8534851
S01006563,Midstocket,Aberdeen City,677,395,0.04,25,0.04,17,60,11.24422142,0,390.3982217,12.6801153,0,86.18683937,88.172,6,39.19430443,0,29.4118,2.874788136,1.559512712,1.503296005,2.580429448,3.28222155,3.968157895,6.062182203,6.612303269,9.453038741,1.4084507,95.18942620897019,140604.76544899587,94,11,11.407767,1.3349514999999998
S01006564,Rosemount,Aberdeen City,1007,791,0.1,105,0.09,70,90,70.56263168,64.81752747,100.701617,16.600790500000002,2.2727273,90.41130312,75.385,5.3125,90.57720368,4.8192771,8.0357,4.348021363,1.504117497,2.424145473,1.65594697,2.837377925,1.674447674,4.681192777,7.226251272,7.757843337,0,30.379604109245804,30168.425133312616,212,37,21.6326531,3.7755102
S01006565,Rosemount,Aberdeen City,1000,888,0.09,89,0.07,60,75,93.0059091,61.29174879,107.2732138,12.195122,2.3255814,73.15077165,70.833,NA,69.13862656,8.6956522,1.5982,3.4373152830000002,1.652932692,2.90805668,1.416363636,2.555956478,2.376583333,4.969478745,7.333165486,7.743970142,12.3786408,22.278376346780256,22278.376346780256,277,51,32.5882353,6
S01006566,Rosemount,Aberdeen City,761,618,0.05,39,0.04,24,40,25.85568071,68.24436876,75.83499969,12.3234917,2.8571429,74.64443682,87.838,5.9230769231,39.21097452,0,8.1818,3.87824967,1.250392999,3.003173712,2.041511628,1.819970277,2.18049505,4.264299868,7.332027741,5.424782034,0,20.25306940616387,26613.757432541224,96,22,12.834224599999999,2.9411765
S01006567,Rosemount,Aberdeen City,744,607,0.13,94,0.13,76,100,143.9771534,123.1280373,100.0433975,16.5636588,3.8461539000000005,102.0390666,76.923,NA,69.0847642,3.8461538,2.2422,4.123865269,1.196901198,3.017568862,1.845470588,2.552113772,1.539135802,2.90905988,6.03458982,5.858263473,5.8690745,27.341643698321224,36749.52109989412,223,48,26.706586799999997,5.748503
S01006568,Rosemount,Aberdeen City,921,823,0.03,28,0.03,26,40,57.03699776,29.16232297,79.15498812,10.7772021,6.25,60.45375757,76.364,5.4285714286,26.32635934,5.128205100000001,6.611599999999999,4.188415493,1.504358072,2.102378115,2.749518072,1.895590466,1.322426471,3.938653846,4.5781961,4.876663055,0,24.303683287396645,26388.364047119052,185,45,20.0433369,4.8754063
S01006569,Rosemount,Aberdeen City,561,444,0.06,33,0.06,28,70,92.02850112,19.64952564,79.02407458,11.826087000000001,4.1666666999999995,76.48516396,NA,6,17.25006285,0,5.7851,3.824452297,1.986082155,1.743674912,3.175125,1.492977032,2.329365079,4.663493816,4.074461131,4.800865724,0,9.113881232773743,16245.777598527173,93,17,16.4310954,3.0035336
S01006570,Rosemount,Aberdeen City,739,537,0.01,11,0.02,9,20,0,0,66.31125098,9.6774194,5.7142857,61.6777188,NA,6.3125,32.72723945,0,15.2941,3.618204804,2.079115044,1.556264223,2.98,2.325436157,2.045515464,5.408429204,4.684266751,7.820221239,0,9.113881232773743,12332.721559910342,57,11,7.2796935,1.4048531
S01006571,West End North,Aberdeen City,911,635,0.03,26,0.02,15,25,65.69161893,0,53.54164586,8.737864100000001,3.2258065,73.02396938,92.683,6.3333333333,19.77709891,3.1746032,20.7207,4.271230293,1.436010698,2.130982545,2.274770992,2.561765203,2.090335968,4.213364302,6.477573198,7.465067568,0.1689189,53.670633926334254,58913.977965240665,56,29,6.3205418,3.2731377
S01006572,West End North,Aberdeen City,957,622,0.01,6,0.01,6,15,56.21186167,0,47.0151268,9.9895942,0,58.07079527,NA,6.5555555556,15.391464760000002,0,41.3793,1.891323204,2.303941989,2.566063536,2.737295082,4.097867403,3.074198113,10.0818674,11.01855249,14.70649171,4.773869299999999,15.189802054622902,15872.311446836886,27,6,2.9966704,0.6659267
S01006573,West End North,Aberdeen City,790,535,0.02,12,0.01,5,15,120.4407347,18.87937751,31.06278848,8.1712062,0,69.93568556,92.308,6.1666666667,17.19587302,0,28.4615,3.085583564,2.049744475,1.928290746,2.658068182,3.304637431,2.553554217,7.037368785,8.416274171,11.13236878,0,5.063267351540968,6409.199179165782,13,6,1.7955801,0.8287292999999999
S01006574,West End North,Aberdeen City,1017,661,0.02,20,0.01,6,20,43.85869316,14.35378563,96.61464857,8.9060987,5.5555556,54.26603574,NA,6.4545454545,13.517344949999998,0,24.418599999999998,3.62753996,1.678429071,2.930996503,2.386048951,3.240996503,2.23405303,5.084725275,10.08556693,10.00972278,20.0787402,31.392257579554,30867.509911065878,32,9,3.2753327,0.9211873
S01006575,West End South,Aberdeen City,981,697,0.01,8,0.01,6,15,43.65897982,12.49301169,44.29890369,7.928118400000001,4.6511628,55.47048997,NA,6.5238095238,27.68895927,0,16.0305,4.150212934,2.331811251,2.991046267,2.600925926,3.602528917,2.985990991,7.234258675,8.278133544,8.429195584,0,13.164495114006517,13419.464948018876,37,9,4.070407,0.9900990000000001
S01006576,West End South,Aberdeen City,730,527,0.02,12,0.03,16,30,53.43518942,0,71.56361814,10.2880658,0,67.11738054,92.208,6.1666666667,12.86785765,0,16.666700000000002,4.918229749,2.700855447,3.017765363,1.738169935,2.98777933,3.41377451,8.114074721,8.644811453,6.933756983,0,30.379604109245804,41615.89604006275,45,8,6.302521,1.1204482
